sentence_id,text,label_openai,basis_openai,label_gemini,basis_gemini
Z001471,"""問下武》詩""三后在天先生解云""在天言其既没而精神上合於天此是如何?""曰:""便是又有此理用之云,恐只是此理上合於天耳。",C,"理上合於天, 능동성 명확하지 않음",A,理가 '쓰인다'는 능동적 작용
Z001472,"""曰:""既有此理,便有此氣。",C,"既有此理便有此氣, 작용 여부 불명확",C,理와 氣의 존재론적 관계 진술
Z001475,"這事又㣲妙難説,要人自㸔得世間道理,有正當易見者,又有變化無常,不可窺測者。",N,"道理는 일상적 용법, 형이상학적 의미 아님",N,道理는 '세상 이치'라는 관용적 용법
Z001476,如此方㸔得這箇道理活。,N,"道理는 일상적 용법, 능동/수동 판단 불가",C,道理가 '살아있다'는 비유적 표현
Z001477,"又如云""文王陟降,在帝左右如今若説文王真箇在上帝之左右,真箇有箇上帝,如世間所塑之像,固不可,然聖人如此説,便是有此理。",C,"便是有此理, 능동/수동 명확하지 않음",C,理가 '있다'는 존재론적 진술
Z001488,"他止是要代武王之死爾用之問先生答廖子晦書云:""氣之已散者,既化而無有矣,而根於理而日生者,則固浩然而無窮也。",A,根於理而日生者: 理가 작용 주체임,A,理가 '日生'의 주체로 서술됨
Z001490,"問""根於理而日生者,浩然而無窮此是説天地氣化之氣否?""曰:""此氣只一般周禮》所謂天神、地示、人鬼,雖有三様,其實只一般。",C,"理와 氣 관계 언급, 능동·수동 불명확",C,理가 '日生'의 근거로 서술되나 능동/수동 미결정
Z001496,"然聖人制禮,惟繼其國者,則合祭之,非在其國者,便不當祭,便是理合如此道理合如此,便有此氣。",C,"理合如此道理合如此, 작용 여부 불명확",C,理가 '합당함'을 나타내며 능동/수동 미결정
Z001498,"又如晋侯夢黄熊入寢門,以為鯀之神,亦是此類,不成説有子孫底,方有感格之理,便使其無子孫,其氣亦未嘗亡也。",C,"感格之理, 理 작용 명확하지 않음",C,理가 '감격의 근거'로 서술되나 능동/수동 미결정
Z001501,"所以説洋洋乎如在其上,如在其左右,虚空偪塞,無非此理。",C,"無非此理, 理 존재만 서술됨",C,理가 '허공에 가득함'으로 서술되나 능동/수동 미결정
Z001504,"孔子曰:""未能事人焉能事鬼?而今且去理㑹𦂳要道理,少間㸔得道理通時,自然曉得。",C,"去理會要道理, 理 작용 언급 없음",N,"理會, 道理는 형이상학적 理가 아님"
Z001519,"問:""祭祀之理,還是有其誠則有其神,無其誠則無其神否?""曰:""鬼神之理,即是此心之理。",C,"鬼神之理即是心之理, 작용 불명확",C,理가 '동일함'으로 서술되나 능동/수동 미결정
Z001537,"若相奪予享事,如伊川所謂,别是一理否?""曰:""他夢如此,不知是如何。",C,别是一理否? 理 능동·수동 불명확,C,理가 '다른 것'으로 서술되나 능동/수동 미결정
Z001551,"司命、中霤、竈與門行,人之所用者,有動有靜,有作有止,故亦有隂陽鬼神之理。",C,"陰陽鬼神之理 존재 서술, 작용 불명확",C,理가 '존재함'으로 서술되나 능동/수동 미결정
Z001559,"今人祭祀,從何而求之?""曰:""如子祭祖先,以氣類而求,以我之氣感召,便是祖先之氣,故(想之如在,此感通之理也。",C,"感通之理, 理 작용 여부 불명확",C,理가 '감통의 근거'로 서술되나 능동/수동 미결정
Z001560,"""味道又問:""子之於祖先,固是如此,若祭其他鬼神,則如之何有來享之意否?""曰:""子之於祖先,固有顯然不易之理。",C,'不易之理'로 능동·수동 불명확함,N,固有顯然不易之理: '이치'의 일상적 용법
Z001567,"今塑像髙髙在上,而設器皿於地,甚無義理。",N,'義理'는 일상적 용법임,N,甚無義理: '의리'의 일상적 용법
Z001577,"""曰:""此謂無主後者,祭時乃可以感通,若有主後者,祭時却也不感通用之曰:""若理不相闗,則聚不得他,若理相闗,則方可聚得他。",A,'理不相闗'이 聚得他 작용 주체로 보임,C,"理不相闗, 理相闗: '관계'를 나타내나 작용 여부 불분명"
Z001590,"或問:""世有廟食之神,緜歴數百年,又何理也?""曰:""浸乆亦能散。",C,"'理'가 작용하는지 불명확, '亦能散'만으로 판단 어려움",N,又何理也: '이치'의 일상적 용법
Z001633,"問:""道理有正則有邪,有是則有非,鬼神之事亦然。",N,'道理'는 일상적 개념임,N,道理有正則有邪: '도리'의 일상적 용법
Z001634,"世間有不正之鬼神,謂其無此理則不可。",C,"'無此理' 존재 부정, 작용 여부 언급 없음",N,謂其無此理則不可: '이치'의 일상적 용법
Z001638,"'此其理行正當,事人自不作怪棄常。",A,'理行正當'에서 理가 작용 주체임,A,理行正當: 理가 '행하다'의 주체
Z001640,"至春秋時,此箇道理,其傳猶未泯。",C,"'道理其傳' 존재 서술, 작용 불명확함",N,"此箇道理,其傳猶未泯: '도리'의 일상적 용법"
Z001641,"如劉定公論""人受天地之中以生,鄭子産論伯有為厲事,其窮理煞精。",C,'窮理煞精'에서 理 작용 여부 불명확함,N,其窮理煞精: '궁리'의 일상적 용법
Z001658,"先生答黄商伯書,有云:""論萬物之一原,則理同而氣異;觀萬物之異體,則氣猶相近,而理絶不同。",C,"'理同而氣異' 관계 서술, 작용 언급 없음",C,"理同而氣異, 理絶不同: 理와 氣의 관계를 진술하나 작용 여부 불분명"
Z001659,"""問""理同而氣異,此一句是説方付與萬物之初,以其天命流行,只是一般,故理同;以其二五之氣,有清濁純駁,故氣異。",C,"理同氣異, 理 작용 언급 없음",A,"天命流行,只是一般,故理同"
Z001660,"下句是就萬物已得之後説,以其雖有清濁之不同,而同此二五之氣,故氣相近;以其昏明開塞之甚逺,故理絶不同中庸》是論其方付之初集注》是看其已得之後曰:""氣相近。",C,"理絶不同, 작용 여부 불명확",C,理絶不同
Z001661,"如知寒煖識饑飽,好生惡死,趨利避害,人與物都一般,理不同。",C,理不同이라 했으나 능동성 언급 없음,C,理不同
Z001668,"問:""人物皆禀天地之理以為性,皆受天地之氣以為形。",C,"理를 性으로, 작용 직접 언급 없음",C,皆禀天地之理以為性
Z001670,"若在物言之,不知是所禀之理,便有不全耶?亦是縁氣禀之昏蔽,故如此耶?""曰:""惟其所受之氣,只有許多,故其理亦只有許多如犬馬。",C,"理亦只有許多, 작용 여부 불명확",C,其理亦只有許多
Z001672,"""又問:""物物具一太極,則是理無不全也。",C,"理無不全, 능동·수동 언급 없음",C,理無不全也
Z001674,"以理言之,則無不全,以氣言之,則不能無偏。",C,"理無不全, 氣偏, 작용 직접 언급 없음",C,"以理言之,則無不全"
Z001678,然在人則蔽塞有可通之理。,C,"可通之理, 작용 직접 서술 안 됨",C,可通之理
Z001692,"人物之生,天賦之以此理未嘗不同,但人物之禀受,自有異耳。",C,"理未嘗不同, 작용 여부 불명확",C,天賦之以此理未嘗不同
Z001694,"至於一桶一缸,各自隨器量不同,故理亦隨以異。",C,"理隨以異, 작용 직접 언급 없음",C,理亦隨以異
Z001695,"問人則能推,物則不能推曰:""謂物無此理不得。",C,理가 작용 여부 언급 없이 존재만 진술됨,C,理의 존재를 언급하나 작용 여부 불분명
Z001702,"同者其理也,異者,其氣也。",C,理와 氣의 구분만 있을 뿐 작용 언급 없음,C,理와 氣의 관계를 진술하나 작용 여부 불분명
Z001703,"必得是理而後,有以為人物之性,則其所謂同然者,固不得而異也;必得是氣而後,有以為人物之形,則所謂異者,亦不得而同也。",C,"理와 氣의 존재 근거만 서술, 작용 불명확",C,理가 性의 근거임을 언급하나 작용 여부 불분명
Z001704,"是以先生於《大學或問》,因謂以其理而言之,則萬物一原,固無一物貴賤之殊,以其氣而言之,則得其正者,通者為人,得其偏且塞者為物。",C,理와 氣의 역할 구분하나 능동성 불명확,C,理와 氣의 관점을 설명하나 작용 여부 불분명
Z001706,"然其氣雖有不齊,而得之以有生者,在人物莫不皆有理。",C,"理가 있음만 서술, 작용 여부 언급 없음",C,理의 존재를 언급하나 작용 여부 불분명
Z001707,"雖有所謂同,而得之以為性者,人則獨異於物,故為知覺為運動者,此氣也;為仁義為禮智者,此理也。",C,理와 氣의 기능 구분하나 능동성 명시 안 됨,C,理가 仁義禮智임을 언급하나 작용 여부 불분명
Z001708,"知覺運動,人能之,物亦能之,而仁義禮智,則物固有之,而豈能全之乎?今告子乃欲指其氣而遺其理,梏於其同者,而不知其所謂異者,此所以見闢於《孟子》,而先生於《集註》則亦以為以氣言之,則知覺運動,人物若不異,以理言之,則仁義禮智之禀,非物之所能全也。",C,"理와 氣의 차이 설명, 능동성 판단 불가",C,理가 仁義禮智의 근거임을 언급하나 작용 여부 불분명
Z001709,"於此則言氣同而理異者,所以見人之為貴,非物之所能並;於彼則言理同而氣異者,所以見太極之無虧欠,而非有我之所得為也。",C,"理와 氣의 차이로 가치 설명, 작용 불명확",C,理와 氣의 관계를 진술하나 작용 여부 불분명
Z001712,"""及此者,亦已略為言之,然不及此之有條理也。",U,"문장 불완전, 의미 파악 어려움",N,條理는 형이상학적 理가 아닌 어휘적 용법
Z001718,"問:""虎狼之父子,蜂蟻之君臣,豺獺之報本,睢鳩之有别,物雖得其一偏,然徹頭徹尾,得義理之正。",C,"理의 존재와 올바름만 언급, 작용 미기재",C,義理의 정당성을 언급하나 작용 여부 불분명
Z001719,"人合下具此天命之全體,乃為物欲氣禀所昏,反不能如物之能通其一處而全盡,何也?""曰:""物只有這一處,通便却專,人卻事事理㑹得些,便却泛泛,所以易昏。",N,문장 내 '理㑹'는 '이해' 의미로 보임,N,理會는 '이해하다'는 의미의 관용적 용법
Z001736,"性即是理,有性即有氣。",C,"성即是理, 有性即有氣, 작용 언급 없음",C,理와 氣의 관계를 진술하나 작용 여부 없음
Z001737,"是他禀得許多氣,故亦只有許多理。",C,"理가 氣와 함께 있음, 작용 여부 불명확",C,理의 존재를 진술하나 작용 여부 없음
Z001739,"是他元不曾禀得此道理,惟人則得其全,如動物則又近人之性矣。",C,"得其全 등 서술, 理의 능동성 명확치 않음",N,道理는 '도리'라는 일상적 용법
Z001742,"問:""曾見答余方叔書,以為枯槁有理,不知枯槁瓦礫,如何有理?""曰:""且如大黄、附子,亦是枯槁,然大黄不可為附子,附子不可為大黄。",N,"'有理'가 사물의 성질 의미, 형이상학적 理 아님",C,理의 존재를 진술하나 작용 여부 없음
Z001743,"問:""枯槁之物,亦有性是如何?""曰:""是他合下有此理,故云天下無性外之物。",C,"合下有此理, 존재만 언급, 작용 불명시",C,理의 존재를 진술하나 작용 여부 없음
Z001744,"'因行街云:""階磚便有磚之理,因坐云""竹椅便有竹椅之理。",C,"사물에 理 있음, 작용 여부 언급 없음",C,理의 존재를 진술하나 작용 여부 없음
Z001745,"枯槁之物,謂之無生意則可,謂之無生理則不可。",C,"無生理否만 언급, 理 작용 여부 불명확",C,生理의 존재를 진술하나 작용 여부 없음
Z001747,"然燒甚麽木,則是甚麽氣?亦各不同,這是理元如此。",C,"理元如此라 하여 근본성만, 능동성 불명확",C,理의 존재를 진술하나 작용 여부 없음
Z001748,"問:""枯槁有理否?""曰:""才有物便有理。",C,"物便有理, 존재만 언급, 작용 여부 불명확",C,理의 존재를 진술하나 작용 여부 없음
Z001749,"天不曾生箇筆,人把兔毫來做筆,才有筆便有理。",C,"‘便有理’ 존재만 언급, 능동·수동 불명",C,理의 존재를 언급하나 작용 여부 불분명
Z001751,"問:""理是人物同得於天者,如物之無情者,亦有理否?""曰:""固是有理。",C,"‘亦有理否’ 존재 질문, 작용 언급 없음",C,理의 존재를 묻고 답할 뿐 작용 여부 불분명
Z001786,然這箇亦只是理如此。,C,"‘只是理如此’ 서술, 능동·수동 판단 불가",C,理의 상태를 언급하나 작용 여부 불분명
Z001787,"天下莫尊於理,故以帝名之。",C,"‘莫尊於理’ 위치·존재만, 작용 언급 없음",C,理의 존귀함을 언급하나 작용 여부 불분명
Z001793,"語厚之昨晩說""造化為性,不是造化,已是形而下,所以造化之理,是形而上。",C,"‘造化之理是形而上’ 존재·성격만, 작용 불명",C,理의 위상을 언급하나 작용 여부 불분명
Z001794,"蜚卿問""純亦不已,是理是氣?""曰:""是理。",C,"‘是理’ 단정, 작용 여부 언급 없음",C,理의 본질을 묻고 답할 뿐 작용 여부 불분명
Z001795,"天命之謂性,亦是理。",C,"‘亦是理’ 동일, 작용 여부 불명확",C,理의 본질을 언급하나 작용 여부 불분명
Z001797,"""某問""天命之謂性,只是主理言,纔説命,則氣亦在其間矣。",C,"‘只是主理言’ 주관 언급, 작용 명확하지 않음",C,理와 氣의 관계를 언급하나 작용 여부 불분명
Z001798,"非氣則何以為人物?理何所受?""曰:""極是極是。",U,"문장 불완전, 의미 파악 불가",C,理와 氣의 관계를 언급하나 작용 여부 불분명
Z001801,"(《必大録》此下云:""性畢竟無形影/只是心中所有底道理是也。",U,"문장 토막, 의미 파악 불가",N,道理는 형이상학적 理가 아닌 일상적 용법
Z001802,""")程子""性即理也此説最好。",C,理를 도리로 서술하나 능동·수동 불명확함,C,理의 본질을 설명하나 작용 여부 언급 없음
Z001803,"今且以理言之,畢竟却無形影,只是這一箇道理在人。",C,理가 형상 없고 도리로 존재함만 진술함,C,理의 존재를 설명하나 작용 여부 언급 없음
Z001805,然四者有何形狀?亦只是有如此道理。,C,"形狀無, 道理 존재만, 작용 언급 없음",C,理의 존재를 설명하나 작용 여부 언급 없음
Z001806,"有如此道理,便做得許多事出來,所以能惻隠、羞惡、辭遜、是非也。",A,"有如此道理, 便做得許多事出來(理가 작용)",A,道理가 '많은 일을 해낸다'고 서술됨
